player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Hjalte Froholdt,44959,G,ARKANSAS,12,100.0,0,111,83.1,55.3,89.3,9,10,397,100.0,100.0,96.9,2,22,3,820,0,820,0,820,423,423,0,0,397,0
Ryan Anderson,46883,T,WAKE,12,100.0,0,339,71.8,70.1,75.0,3,18,388,100.0,100.0,96.0,7,26,5,819,0,0,0,819,409,409,0,814,410,5
Dion Dawkins,11818,T,TEMPLE,12,100.0,0,306,76.8,87.9,70.7,2,5,363,100.0,100.0,98.5,5,9,2,818,0,0,818,818,379,379,0,0,439,0
Dorian Johnson,11870,G,PITTSBURGH,12,100.0,0,268,77.9,88.8,74.8,0,5,337,100.0,100.0,99.0,1,6,1,815,0,815,0,815,363,363,0,0,452,0
Matt Peart,46179,T,UCONN,12,100.0,0,146,69.3,77.3,61.1,2,19,495,99.8,99.8,97.7,2,22,1,815,0,0,801,815,512,513,0,2,303,11
Colton McKivitz,29314,T,W VIRGINIA,12,99.9,2,343,67.7,68.5,66.3,4,13,361,99.7,99.7,96.5,4,21,4,815,0,0,297,816,380,381,0,512,435,7
Garrett Bradbury,46013,G,NC STATE,12,100.0,1,248,68.1,73.9,67.8,3,8,395,100.0,100.0,98.4,6,12,1,814,8,804,0,814,413,413,0,0,401,0
Blake Brandel,46282,T,OREGON ST,12,100.0,0,265,62.4,59.7,67.5,4,22,399,99.8,99.8,96.5,8,27,1,812,0,0,216,812,421,422,0,596,391,0
Wyatt Teller,46131,G,VA TECH,12,100.0,0,337,81.3,87.8,82.4,0,6,380,100.0,100.0,99.2,8,6,0,810,0,810,0,810,399,399,0,0,411,0
Braden Smith,46794,G,AUBURN,12,99.8,0,115,87.9,91.4,86.1,0,2,295,99.3,99.4,99.0,1,4,2,807,0,0,0,809,311,313,738,3,496,67
Cam Robinson,11789,T,ALABAMA,12,100.0,0,103,77.1,81.6,77.5,2,8,401,100.0,100.0,98.5,8,11,1,807,0,0,807,807,415,415,0,0,392,0
Kevin Dotson,46735,G,LA LAFAYET,12,100.0,0,207,77.2,76.7,76.9,0,10,340,100.0,100.0,98.5,4,10,0,807,0,0,0,807,359,359,773,34,448,0
Brian O'Neill,46854,T,PITTSBURGH,12,99.6,0,268,84.3,91.3,76.7,0,2,332,99.4,99.4,99.7,3,2,0,803,0,0,1,806,357,359,0,739,446,65
Mason Cole,45547,C,MICHIGAN,12,100.0,0,222,80.4,81.3,77.9,2,11,349,100.0,100.0,98.1,1,13,0,795,788,0,6,795,359,359,0,0,436,0
Dru Samia,45376,G,OKLAHOMA,12,100.0,0,261,63.2,69.2,61.8,2,13,359,100.0,100.0,97.9,4,15,0,791,0,0,0,791,375,375,659,131,416,1
Dustin Woodard,27124,G,MEMPHIS,12,100.0,0,218,66.2,68.1,66.3,0,15,401,100.0,100.0,97.6,4,17,2,784,35,749,0,784,418,418,0,0,366,0
Nico Siragusa,11877,G,S DIEGO ST,12,100.0,0,284,87.0,89.1,85.4,0,2,286,100.0,100.0,99.7,2,2,0,778,0,777,0,778,301,301,0,0,477,0
Phil Haynes,29244,G,WAKE,12,100.0,1,339,66.0,72.1,65.8,3,8,363,100.0,100.0,98.2,5,12,1,772,0,0,0,772,383,383,772,0,389,0
Ross Pierschbacher,46815,G,ALABAMA,12,100.0,0,103,70.0,75.7,68.5,3,9,370,100.0,100.0,98.1,2,13,1,765,0,690,0,765,382,382,75,0,383,0
Danny Isidora,11933,G,MIAMI FL,12,100.0,0,220,79.1,88.4,75.7,1,3,413,100.0,100.0,98.5,0,8,4,761,0,0,0,761,429,429,761,0,332,0
Chris Lindstrom,46692,G,BOSTON COL,12,100.0,1,121,68.7,77.2,65.6,0,11,336,100.0,100.0,97.8,2,13,2,754,0,0,0,754,352,352,754,0,402,0
Kaleb McGary,46912,T,WASHINGTON,12,99.9,1,340,66.3,65.4,62.7,1,23,379,99.7,99.7,96.8,3,24,0,744,0,0,0,745,397,398,0,741,347,3
Will Hernandez,46180,G,UTEP,12,100.0,0,330,92.0,94.8,92.3,0,1,363,100.0,100.0,99.9,3,1,0,741,0,741,0,741,380,380,0,0,361,0
Jermaine Eluemunor,11914,T,TEXAS A&M,11,99.9,1,312,66.6,70.2,67.5,0,16,396,99.7,99.8,97.2,5,19,3,741,0,0,0,742,415,416,157,584,326,0
Bobby Evans,36800,T,OKLAHOMA,11,100.0,1,261,77.6,71.9,74.4,1,15,315,100.0,100.0,97.1,3,17,1,739,0,0,4,739,328,328,1,733,411,1
Nick Allegretti,39268,G,ILLINOIS,12,100.0,0,187,72.0,69.1,72.2,3,11,394,100.0,100.0,97.7,3,16,2,733,60,245,0,733,413,413,428,0,320,0
Shane Lemieux,28149,G,OREGON,12,100.0,0,264,54.7,40.3,59.8,4,15,360,100.0,100.0,95.4,6,26,7,729,0,729,0,729,373,373,0,0,356,0
Isaiah Wynn,46048,G,GEORGIA,11,100.0,0,173,75.1,81.0,74.2,0,9,328,100.0,100.0,98.6,3,9,0,725,0,672,53,725,347,347,0,0,378,0
Justin Herron,46271,T,WAKE,11,100.0,2,339,65.2,74.0,62.9,4,15,349,100.0,100.0,95.6,7,25,6,724,0,0,720,724,369,369,0,4,355,0
Ben Powers,41482,G,OKLAHOMA,10,100.0,0,261,71.1,76.2,69.1,0,7,290,100.0,100.0,98.8,2,7,0,704,0,704,0,704,303,303,0,0,401,0
Martinas Rankin,46333,T,MISS STATE,12,99.9,1,227,58.5,58.9,59.7,6,16,321,99.7,99.7,94.7,5,28,6,701,0,0,700,702,338,339,0,0,363,1
Sam Tevi,11945,T,UTAH,10,100.0,1,328,72.0,68.2,72.4,2,10,312,100.0,100.0,97.4,4,14,2,700,0,0,0,700,336,336,0,700,364,0
Lamont Gaillard,46618,G,GEORGIA,12,100.0,0,173,73.8,76.2,72.5,0,7,316,100.0,100.0,98.6,1,8,1,699,0,0,0,699,331,331,699,0,368,0
Zach Banner,11892,T,USC,10,100.0,2,326,75.0,82.0,75.4,1,6,362,100.0,100.0,98.5,10,9,2,693,0,0,2,693,377,377,0,690,316,0
Jawaan Taylor,41665,T,FLORIDA,11,99.9,0,163,78.4,73.5,80.0,3,8,338,99.7,99.7,97.2,5,15,4,688,0,0,0,689,353,354,0,666,335,23
Ethan Pocic,11813,C,LSU,11,100.0,0,211,82.5,82.1,80.1,0,9,303,100.0,100.0,98.5,5,9,0,684,626,0,16,684,312,312,0,42,372,0
David Sharpe,11884,T,FLORIDA,11,99.9,0,163,73.8,74.3,70.5,3,7,348,100.0,99.7,97.7,3,13,3,677,0,0,674,678,362,363,0,0,315,3
James Daniels,45576,C,IOWA,10,100.0,1,192,85.9,74.3,85.7,2,7,275,100.0,100.0,97.3,4,12,3,629,629,0,0,629,279,279,0,0,350,0
Sean Harlow,11891,T,OREGON ST,9,100.0,0,265,79.5,69.5,82.1,6,12,274,99.6,99.7,96.4,4,19,1,596,0,0,596,596,289,290,0,0,307,0
Greg Little,46254,T,OLE MISS,12,99.8,0,226,70.9,71.0,68.0,3,13,353,99.7,99.7,96.9,1,19,3,590,0,0,590,591,373,374,0,0,217,0
Forrest Lamp,11793,T,W KENTUCKY,10,100.0,0,346,90.8,94.0,83.2,2,2,334,100.0,100.0,99.4,1,4,0,584,0,0,584,584,344,344,0,0,240,0
Will Clapp,39386,G,LSU,10,100.0,0,211,78.6,83.3,78.1,2,6,263,100.0,100.0,98.5,2,8,0,582,0,582,0,582,272,272,0,0,310,0
Dan Feeney,11826,G,INDIANA,8,100.0,1,190,82.2,82.9,80.4,1,4,260,100.0,100.0,98.7,1,6,1,568,0,0,0,568,270,270,291,277,298,0
Sam Jones,38935,G,ARIZONA ST,7,100.0,0,110,73.9,84.5,71.1,1,5,274,100.0,100.0,98.9,1,6,0,544,0,544,0,544,290,290,0,0,254,0
Ben Bredeson,27305,G,MICHIGAN,11,100.0,0,222,74.3,75.8,72.4,3,6,217,100.0,100.0,97.9,0,9,0,536,0,535,0,536,223,223,0,0,313,0
Jack Driscoll,27064,T,UMASS,8,99.4,0,216,73.1,71.2,72.0,1,12,317,99.4,99.4,97.0,2,16,3,532,0,0,185,535,331,333,0,241,201,103
Nate Davis,46808,G,CHARLOTTE,9,100.0,0,136,71.6,83.1,68.8,0,2,227,100.0,100.0,99.1,1,3,1,518,0,2,0,518,241,241,516,0,277,0
Connor McGovern,41714,G,PENN STATE,11,100.0,1,266,64.0,61.4,66.4,1,16,253,100.0,100.0,95.8,4,19,2,510,0,0,0,510,268,268,510,0,242,0
Elgton Jenkins,46298,T,MISS STATE,11,100.0,0,227,74.0,87.4,70.4,2,3,188,100.0,100.0,98.1,2,6,1,435,0,223,212,435,200,200,0,0,235,0
Cameron Clark,46229,T,CHARLOTTE,12,99.8,0,136,63.7,67.7,65.5,3,3,196,99.5,99.5,96.9,5,9,3,410,0,0,400,411,211,212,0,3,199,6
David Edwards,35941,T,WISCONSIN,8,100.0,2,349,60.5,55.2,61.1,3,6,120,100.0,100.0,95.4,2,10,1,383,0,0,6,383,123,123,0,377,260,0
Rick Leonard,44802,T,FLORIDA ST,6,100.0,0,167,60.9,61.9,57.7,1,11,197,100.0,100.0,95.9,1,14,2,382,0,0,2,382,212,212,0,380,170,0
Derwin Gray,46335,T,MARYLAND,12,100.0,1,215,58.8,72.4,53.3,2,5,161,99.4,99.4,96.0,2,10,3,365,0,0,365,365,163,164,0,0,202,0
Rod Taylor,46195,T,OLE MISS,9,100.0,0,226,77.6,74.1,80.0,2,3,216,100.0,100.0,98.4,5,6,1,343,0,0,343,343,225,225,0,0,118,0
Kolton Miller,47013,T,UCLA,5,100.0,0,324,65.1,60.2,68.5,6,11,190,100.0,100.0,95.0,2,18,1,342,0,0,0,342,199,199,0,342,143,0
Nick Harris,46752,G,WASHINGTON,10,100.0,0,340,69.2,65.0,70.1,0,6,140,100.0,100.0,97.1,2,7,1,341,0,134,0,341,150,150,207,0,191,0
Logan Stenberg,37181,G,KENTUCKY,11,100.0,0,202,76.9,64.0,79.3,2,1,89,100.0,100.0,97.2,3,4,1,290,0,290,0,290,93,93,0,0,197,0
Tyler Johnson,40470,T,TULANE,8,99.7,0,319,55.1,44.4,58.8,1,8,106,99.1,99.1,94.8,1,10,1,287,0,0,281,288,112,113,0,0,175,7
Jackson Barton,46978,T,UTAH,6,100.0,0,328,72.0,71.4,75.5,0,7,139,100.0,100.0,97.5,3,7,0,278,0,0,48,278,152,152,0,229,126,0
George Asafo-Adjei,46614,T,KENTUCKY,11,100.0,0,202,58.5,54.0,59.7,1,6,94,100.0,100.0,95.2,2,8,1,272,0,0,0,272,99,99,19,253,173,0
Chuma Edoga,46232,T,USC,8,99.0,0,326,56.6,70.6,58.2,1,1,88,97.8,97.8,98.9,2,2,0,191,0,0,70,193,90,92,0,103,101,20
John Simpson,41715,G,CLEMSON,8,100.0,1,140,71.5,67.5,73.8,0,1,68,100.0,100.0,97.8,2,2,1,158,0,158,0,158,75,75,0,0,83,0
Cody Ford,39805,G,OKLAHOMA,3,100.0,0,261,66.1,80.2,65.3,0,1,73,100.0,100.0,97.9,1,2,1,127,0,127,0,127,78,78,0,0,49,0
Simon Stepaniak,46773,G,INDIANA,5,100.0,0,190,65.8,84.4,61.9,0,1,40,100.0,100.0,98.7,2,1,0,99,0,0,0,99,41,41,97,0,58,0
Tyrell Crosby,38897,T,OREGON,2,100.0,0,264,76.7,56.3,78.3,0,3,26,100.0,100.0,94.2,0,3,0,56,1,0,55,56,28,28,0,0,28,0
Matt Hennessy,41141,C,TEMPLE,4,100.0,0,306,44.0,13.2,52.7,0,3,26,100.0,100.0,94.2,0,3,0,51,23,28,0,51,27,27,0,0,24,0
Prince Tega Wanogho,44820,T,AUBURN,3,100.0,0,115,70.3,74.8,67.6,0,0,1,100.0,100.0,100.0,0,0,0,50,0,0,0,50,1,1,0,50,49,0
Jonah Jackson,37070,G,RUTGERS,5,100.0,0,278,62.2,78.4,60.4,0,0,7,100.0,100.0,100.0,0,0,0,50,15,4,0,50,7,7,29,0,43,0
Lucas Niang,47004,T,TCU,6,100.0,0,305,57.4,59.4,55.6,1,0,24,100.0,100.0,93.7,0,2,1,46,0,0,0,46,25,25,0,46,21,0
Charlie Heck,36501,T,N CAROLINA,6,100.0,0,245,67.4,76.1,64.7,0,0,5,100.0,100.0,100.0,0,0,0,19,0,0,0,19,5,5,0,15,14,4
Yodny Cajuste,46297,T,W VIRGINIA,1,100.0,0,343,56.3,77.4,53.5,0,0,5,100.0,100.0,100.0,0,0,0,15,0,0,15,15,5,5,0,0,10,0
Matt Jones,37327,G,W VIRGINIA,1,100.0,0,343,60.1,73.3,59.2,0,0,2,100.0,100.0,100.0,0,0,0,6,0,6,0,6,2,2,0,0,4,0
Kyle Murphy,30414,C,N CAROLINA,1,100.0,0,245,60.0,90.4,,0,0,0,,100.0,,0,0,0,1,1,0,0,1,1,1,0,0,0,0
Solomon Kindley,41471,G,GEORGIA,1,100.0,0,173,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,1,0,1,0
Andre Dillard,29250,T,WASH STATE,12,100.0,1,341,78.6,90.9,60.8,5,14,734,100.0,100.0,98.4,5,21,2,974,0,0,974,974,754,754,0,0,220,0
Wes Martin,46087,G,INDIANA,12,99.9,1,190,65.8,73.8,61.9,4,19,569,99.8,99.8,98.0,3,23,0,968,0,969,0,969,608,609,0,0,360,0
Cole Madison,46953,T,WASH STATE,12,100.0,0,341,86.7,91.4,77.1,2,14,722,100.0,100.0,98.3,5,20,4,958,0,0,0,958,742,742,0,958,216,0
Matt Peart,46179,T,UCONN,12,99.5,0,146,76.0,80.1,68.7,0,13,496,99.0,99.1,97.9,3,17,4,940,0,0,915,945,532,537,0,0,408,27
Sam Jones,38935,G,ARIZONA ST,12,100.0,1,110,69.0,83.3,65.3,0,11,464,100.0,100.0,98.6,2,12,1,935,0,932,0,935,489,489,0,0,446,1
Garrett Bradbury,46013,C,NC STATE,12,100.0,2,248,80.1,81.5,77.7,2,9,476,100.0,100.0,98.6,3,12,1,924,924,0,0,924,503,503,0,0,421,0
Matt Jones,37327,C,W VIRGINIA,12,100.0,4,343,64.9,72.5,61.7,1,15,497,100.0,100.0,98.2,9,17,1,919,919,0,0,919,525,525,0,0,394,0
Chris Lindstrom,46692,T,BOSTON COL,12,100.0,1,121,81.5,78.0,80.2,0,11,383,100.0,100.0,98.0,2,13,2,914,0,0,0,914,397,397,158,741,517,1
Brian Allen,46104,C,MICH STATE,12,100.0,0,223,80.8,84.3,80.2,2,7,460,100.0,100.0,99.0,4,9,0,908,893,2,0,908,492,492,13,0,416,0
Jackson Barton,46978,T,UTAH,12,100.0,1,328,70.0,80.1,60.4,3,14,471,100.0,100.0,98.0,3,18,1,907,0,0,900,907,515,515,0,0,392,4
Max Scharping,46961,T,N ILLINOIS,12,100.0,1,254,86.0,93.2,78.6,1,4,426,100.0,100.0,99.4,3,5,0,895,0,0,894,895,441,441,0,0,454,1
Scott Quessenberry,23918,C,UCLA,12,100.0,0,324,78.5,81.4,77.0,4,10,545,100.0,100.0,98.3,2,16,2,892,892,0,0,892,565,565,0,0,327,0
Kolton Miller,47013,T,UCLA,12,99.9,0,324,80.4,80.8,75.7,9,7,544,99.8,99.8,98.2,1,18,2,891,0,0,890,892,564,565,0,0,327,0
Jake Hanson,28148,C,OREGON,12,100.0,0,264,67.8,66.9,68.3,0,14,314,100.0,100.0,97.8,8,14,0,877,877,0,0,877,334,334,0,0,543,0
Shane Lemieux,28149,G,OREGON,12,100.0,0,264,67.2,86.2,64.9,1,2,312,100.0,100.0,98.2,5,7,4,873,0,873,0,873,332,332,0,0,541,0
Elgton Jenkins,46298,C,MISS STATE,12,100.0,0,227,66.4,63.8,66.8,0,8,347,100.0,100.0,98.8,5,8,0,865,865,0,0,865,369,369,0,0,496,0
Colton McKivitz,29314,T,W VIRGINIA,12,99.9,0,343,79.5,80.1,75.7,2,14,471,99.8,99.8,97.9,2,18,2,862,0,0,0,863,496,497,0,858,366,4
Wyatt Teller,46131,G,VA TECH,12,100.0,0,337,77.3,83.3,75.7,1,4,395,100.0,100.0,99.4,2,5,0,859,0,858,0,859,415,415,0,0,444,0
Hakeem Adeniji,45419,T,KANSAS,12,99.9,1,198,72.0,80.7,62.1,4,13,501,99.8,99.8,97.5,5,21,4,851,0,0,798,852,524,525,0,49,327,2
Tyrell Crosby,38897,T,OREGON,12,99.9,2,264,83.0,95.1,76.7,0,4,296,99.7,99.7,99.3,5,4,0,844,0,0,844,845,316,317,0,0,528,0
Ezra Cleveland,41973,T,BOISE ST,12,100.0,0,120,70.3,79.3,63.0,4,7,433,100.0,100.0,97.8,2,15,4,840,0,0,834,840,448,448,0,0,392,6
Geron Christian,46375,T,LOUISVILLE,12,100.0,0,210,68.0,81.6,61.8,1,16,485,100.2,100.2,97.6,7,20,3,839,0,0,476,839,507,506,0,355,332,8
Jack Driscoll,27064,T,UMASS,12,99.1,0,216,80.1,81.7,78.0,1,7,498,98.4,98.5,98.0,3,14,6,839,0,0,1,847,530,538,0,692,309,154
Ryan Anderson,46883,C,WAKE,12,100.0,0,339,75.0,86.6,71.1,1,3,415,100.0,100.0,99.5,3,4,0,834,830,0,0,834,429,429,0,4,405,0
Justin Herron,46271,T,WAKE,12,100.0,0,339,67.0,84.5,63.7,3,9,415,100.0,100.0,98.6,12,12,0,834,0,33,799,834,430,430,0,0,404,1
Korey Cunningham,38555,T,CINCINNATI,12,100.0,1,138,74.0,78.7,67.7,5,17,467,100.0,100.0,97.6,4,22,0,833,0,1,831,833,495,495,0,0,338,0
Charlie Heck,36501,T,N CAROLINA,12,100.0,0,245,71.7,74.5,66.3,1,16,453,100.0,100.0,97.2,2,21,4,833,0,0,0,833,476,476,0,832,357,0
Erik McCoy,37347,C,TEXAS A&M,12,100.0,0,312,66.6,80.9,60.4,1,5,403,100.0,100.0,99.0,1,7,1,832,814,18,0,832,424,424,0,0,408,0
Brian O'Neill,46854,T,PITTSBURGH,12,100.0,0,268,76.5,84.9,68.4,2,8,423,100.0,100.0,98.6,2,11,1,831,0,0,817,831,435,435,0,0,396,14
Kevin Dotson,46735,G,LA LAFAYET,12,100.0,0,207,77.5,82.5,75.0,0,12,442,100.0,100.0,98.0,1,15,3,829,0,0,0,829,454,454,828,0,375,0
Yodny Cajuste,46297,T,W VIRGINIA,12,100.0,1,343,73.3,82.4,71.1,0,12,446,100.0,100.0,98.4,8,13,1,828,0,0,825,828,471,471,0,1,357,2
Austin Corbett,46290,T,NEVADA,12,99.9,1,239,76.3,81.4,68.6,4,5,483,99.8,99.8,98.4,2,12,3,828,0,0,826,829,513,514,0,0,315,0
Chukwuma Okorafor,46302,T,W MICHIGAN,12,100.0,0,347,65.8,80.5,65.3,1,6,335,100.0,100.0,98.4,10,9,2,828,0,0,828,828,355,355,0,0,473,0
Braden Smith,46794,G,AUBURN,12,99.6,0,115,82.6,90.8,80.0,0,2,354,99.2,99.2,99.2,0,4,2,825,0,1,0,828,364,367,738,1,461,87
Mike McGlinchey,46275,T,NOTRE DAME,12,100.0,0,258,92.5,81.9,92.7,2,10,378,100.0,100.0,97.6,3,15,3,825,0,0,825,825,396,396,0,0,429,0
Quenton Nelson,12954,G,NOTRE DAME,12,100.0,0,258,90.9,90.5,90.7,1,2,378,100.0,100.0,99.3,3,4,1,819,0,819,0,819,396,396,0,0,423,0
Javon Patterson,46040,G,OLE MISS,12,100.0,0,226,55.2,59.4,52.8,5,17,494,100.0,100.0,97.6,5,23,1,811,65,746,0,811,517,517,0,0,294,0
Bobby Evans,36800,T,OKLAHOMA,12,100.0,1,261,85.6,84.9,84.6,2,6,411,100.0,100.0,98.8,5,9,1,811,0,0,1,811,427,427,0,801,384,9
Mason Cole,45547,T,MICHIGAN,12,99.8,1,222,80.5,76.0,77.1,4,8,357,99.4,99.5,97.2,2,16,4,810,0,0,800,812,372,374,0,0,438,10
Ben Bredeson,27305,G,MICHIGAN,12,100.0,0,222,66.0,65.9,65.7,7,15,358,100.0,100.0,96.9,2,22,0,810,0,810,0,810,373,373,0,0,437,0
Orlando Brown Jr.,46227,T,OKLAHOMA,12,100.0,0,261,91.2,86.3,90.1,0,8,409,100.0,100.0,98.8,4,9,1,803,0,0,797,803,425,425,0,6,378,0
Matt Pryor,46647,G,TCU,12,100.0,0,305,70.6,87.8,66.1,0,6,385,100.0,100.0,98.2,5,10,4,802,0,0,0,802,404,404,597,202,398,2
Matt Hennessy,41141,C,TEMPLE,11,100.0,1,306,73.2,85.5,67.1,0,7,419,100.0,100.0,98.9,4,8,1,802,801,0,0,802,443,443,0,1,359,0
Colby Gossett,46673,G,APP STATE,12,100.0,0,108,76.2,74.9,76.4,4,7,353,100.0,100.0,98.4,4,11,0,801,0,1,0,801,374,374,800,0,427,0
Blake Brandel,46282,T,OREGON ST,12,100.0,0,265,69.3,73.7,64.6,5,12,398,100.0,100.0,97.6,2,18,1,798,0,0,785,798,418,418,0,1,380,12
Michael Jordan,28021,G,OHIO STATE,12,100.0,2,260,65.6,71.0,66.2,1,9,386,100.0,100.0,97.9,7,13,3,798,0,798,0,798,416,416,0,0,382,0
Isaiah Prince,47019,T,OHIO STATE,12,100.0,1,260,83.6,68.1,88.3,4,7,385,100.0,100.0,97.5,5,15,4,797,0,0,0,797,415,415,0,797,382,0
Keith Ismael,41878,C,S DIEGO ST,12,100.0,0,284,63.8,65.6,61.7,5,4,299,100.0,100.0,98.2,1,10,1,797,481,0,0,797,315,315,316,0,482,0
Netane Muti,41339,G,FRESNO ST,12,100.0,0,169,81.5,79.1,82.7,4,6,390,100.0,100.0,98.7,4,10,0,791,0,784,0,791,404,404,0,0,387,6
David Edwards,35941,T,WISCONSIN,12,100.0,0,349,83.6,81.9,82.5,4,4,266,100.0,100.0,98.1,5,9,1,788,0,0,0,788,280,280,0,788,508,0
Will Clapp,39386,C,LSU,12,100.0,0,211,78.9,79.5,75.7,0,7,314,100.0,100.0,98.6,1,8,1,787,787,0,0,787,328,328,0,0,459,0
Jamarco Jones,46226,T,OHIO STATE,12,100.0,1,260,85.8,82.4,82.4,2,6,379,100.0,100.0,98.4,2,10,2,785,0,0,785,785,409,409,0,0,376,0
Greg Little,46254,T,OLE MISS,12,99.7,0,226,76.8,82.7,72.1,2,10,479,99.6,99.6,98.3,4,14,2,784,0,0,784,786,500,502,0,0,284,0
Billy Price,46795,C,OHIO STATE,12,100.0,0,260,74.9,76.7,74.2,1,7,381,100.0,100.0,98.7,3,9,1,781,781,0,0,781,411,411,0,0,370,0
Michael Deiter,38554,T,WISCONSIN,12,99.9,0,349,82.1,77.5,78.4,5,5,263,99.6,99.6,97.3,3,12,2,780,0,0,781,781,277,278,0,0,503,0
Connor McGovern,41714,C,PENN STATE,12,100.0,0,266,72.3,77.4,67.7,1,10,441,100.0,100.0,98.1,2,14,3,777,777,0,0,777,453,453,0,0,324,0
Dustin Woodard,27124,G,MEMPHIS,11,100.0,0,218,61.3,83.7,58.0,0,5,412,100.0,100.0,99.2,6,6,1,765,0,764,0,765,436,436,0,0,329,0
Justin Skule,38951,T,VANDERBILT,12,100.0,4,333,68.6,66.1,67.0,4,23,424,100.0,100.0,96.6,6,28,1,763,0,0,754,763,450,450,0,0,313,9
Nick Allegretti,39268,G,ILLINOIS,12,100.0,0,187,60.8,59.8,59.7,3,13,398,100.0,100.0,97.5,1,18,2,760,298,183,1,760,427,427,278,0,333,0
Derwin Gray,46335,T,MARYLAND,12,100.0,1,215,67.7,76.2,62.2,3,9,373,100.0,100.0,98.1,7,13,1,760,0,0,760,760,399,399,0,0,361,0
Tyler Biadasz,41178,C,WISCONSIN,12,100.0,0,349,85.7,83.8,85.1,1,2,261,100.0,100.0,99.4,5,3,0,758,758,0,0,758,274,274,0,0,484,0
Rod Taylor,46195,T,OLE MISS,12,100.0,2,226,68.9,73.7,70.5,3,14,457,100.0,100.0,97.5,11,20,3,753,0,0,26,753,478,478,0,727,275,0
Hjalte Froholdt,44959,G,ARKANSAS,12,100.0,0,111,77.5,76.7,77.3,2,9,366,100.0,100.0,98.5,2,11,0,748,0,747,0,748,390,390,0,0,358,0
Rick Leonard,44802,T,FLORIDA ST,12,100.0,0,167,72.0,74.0,67.3,6,10,361,100.0,100.0,96.4,3,21,5,732,0,0,0,732,377,377,0,732,355,0
James Daniels,45576,C,IOWA,11,100.0,1,192,89.4,72.2,90.9,1,5,351,100.0,100.0,98.3,4,9,3,730,730,0,0,730,366,366,0,0,364,0
Kaleb McGary,46912,T,WASHINGTON,12,99.9,0,340,78.1,77.3,75.5,2,10,353,99.7,99.7,98.0,3,13,1,726,0,0,0,727,372,373,0,726,354,0
Jonah Williams,41651,T,ALABAMA,12,100.0,0,103,78.9,80.5,75.0,0,11,329,100.0,100.0,98.3,4,11,0,724,0,9,711,724,343,343,0,0,381,3
Nick Harris,46752,G,WASHINGTON,12,100.0,1,340,70.0,69.6,69.3,2,9,353,100.0,100.0,98.2,2,12,1,720,0,0,0,720,372,372,720,0,348,0
Robert Hunt,46139,G,LA LAFAYET,11,100.0,1,207,75.5,69.7,77.2,2,14,378,100.0,100.0,96.3,3,22,6,717,0,489,160,717,388,388,0,67,329,0
Jawaan Taylor,41665,T,FLORIDA,11,100.0,0,163,71.0,67.6,71.4,2,15,365,100.0,100.0,96.8,5,20,3,717,0,0,134,717,375,375,0,579,342,3
Bradley Bozeman,27934,C,ALABAMA,12,100.0,1,103,76.1,80.8,73.6,0,3,323,100.0,100.0,99.5,3,3,0,714,713,0,0,714,337,337,0,0,377,0
Lamont Gaillard,46618,C,GEORGIA,12,100.0,0,173,71.7,80.4,69.6,2,4,239,100.0,100.0,98.3,4,7,1,709,709,0,0,709,251,251,0,0,458,0
Dru Samia,45376,G,OKLAHOMA,11,100.0,1,261,65.2,64.9,65.6,1,16,352,100.0,100.0,97.0,4,19,2,709,0,0,0,709,367,367,709,0,342,0
Andrew Thomas,59701,T,GEORGIA,12,100.0,0,173,66.4,73.8,63.5,4,9,239,100.0,100.0,96.9,3,14,1,708,0,0,0,708,251,251,0,708,457,0
Nate Davis,46808,G,CHARLOTTE,12,100.0,0,136,63.2,66.9,62.9,2,7,342,100.0,100.0,97.8,3,12,3,701,0,0,2,701,365,365,699,0,336,0
Logan Stenberg,37181,G,KENTUCKY,12,100.0,1,202,61.3,69.7,61.1,3,8,318,100.0,100.0,97.3,5,14,3,697,0,696,0,697,337,337,1,0,360,0
Isaiah Wynn,46048,T,GEORGIA,12,100.0,0,173,91.4,82.6,91.0,0,2,234,100.0,100.0,99.1,3,3,1,694,0,0,693,694,246,246,0,0,448,1
Will Hernandez,46180,G,UTEP,12,100.0,1,330,84.6,92.6,82.6,0,3,386,100.0,100.0,99.6,3,3,0,692,0,692,0,692,407,407,0,0,285,0
Dalton Risner,47008,T,KANSAS ST,12,100.0,0,199,89.3,91.8,84.6,0,6,276,100.0,100.0,98.9,3,6,0,677,0,0,0,677,301,301,0,677,376,0
Phil Haynes,29244,G,WAKE,11,100.0,1,339,70.4,80.2,66.3,1,6,337,100.0,100.0,98.7,1,8,1,676,0,676,0,676,348,348,0,0,328,0
Mekhi Becton,59818,T,LOUISVILLE,11,100.0,0,210,65.2,73.5,62.4,1,13,403,100.2,100.2,98.0,5,15,1,674,0,0,280,674,415,414,0,394,259,0
