fumble_recovery_touchdowns,player_id,snap_counts_dl,snap_counts_coverage,snap_counts_offball,yards_per_reception,fumble_recoveries,snap_counts_dl_b_gap,hits,grades_run_defense,grades_defense_penalty,forced_fumbles,missed_tackles,franchise_id,assists,grades_pass_rush_defense,safeties,stops,yards,batted_passes,snap_counts_fs,hurries,snap_counts_dl_a_gap,snap_counts_box,snap_counts_run_defense,snap_counts_slot,tackles_for_loss,targets,snap_counts_dl_outside_t,missed_tackle_rate,penalties,player,pass_break_ups,interceptions,yards_after_catch,grades_defense,grades_tackle,touchdowns,total_pressures,position,grades_coverage_defense,qb_rating_against,sacks,snap_counts_dl_over_t,receptions,team_name,snap_counts_pass_rush,player_game_count,catch_rate,longest,tackles,declined_penalties,interception_touchdowns,snap_counts_corner,snap_counts_defense
0,10658,2,373,643,14.6,1,0,0,75.7,46.5,0,3,182,3,48.3,0,10,468,0,0,0,0,81,270,5,2,69,2,8.8,4,William Jackson III,10,3,136,81.2,84.8,2,0,CB,82.7,60.5,0,0,32,HOUSTON,2,10,46.4,65.0,28,1,2,557,645
0,10659,6,283,543,13.8,0,0,0,70.9,0.0,0,5,220,3,42.6,0,8,318,0,3,1,0,64,261,9,1,45,6,11.4,8,Artie Burns,3,6,116,72.0,72.4,1,1,CB,76.5,41.9,0,0,23,MIAMI FL,5,11,51.1,41.0,36,1,0,467,549
1,10672,20,472,873,10.7,1,0,1,76.1,52.6,0,5,118,3,66.0,0,17,257,0,0,1,0,106,419,6,1,67,20,11.1,6,Xavien Howard,7,5,88,80.9,75.7,1,2,CB,82.5,21.8,0,0,24,BAYLOR,2,12,35.8,46.0,37,1,0,761,893
0,10688,12,316,577,13.8,0,0,1,72.6,86.5,0,4,140,2,68.8,0,3,179,0,3,0,0,19,270,92,2,42,12,18.2,1,Mackensie Alexander,5,0,66,74.1,57.7,0,1,CB,72.7,45.6,0,0,13,CLEMSON,3,11,31.0,23.0,16,0,0,463,589
0,10692,17,433,841,14.4,1,0,0,78.2,56.8,4,10,215,4,63.5,0,18,721,0,19,2,0,132,419,33,4,81,17,12.2,5,Sean Davis,4,3,241,64.6,77.7,7,3,CB,60.2,104.0,1,0,50,MARYLAND,6,12,61.7,58.0,68,0,0,657,858
0,10694,4,442,723,12.6,1,0,1,91.4,49.5,1,2,103,1,70.9,0,13,364,0,6,0,0,25,283,8,4,51,4,6.7,4,Cyrus Jones,5,1,118,83.4,82.5,4,1,CB,79.3,97.2,0,0,29,ALABAMA,2,12,56.9,66.0,27,0,0,684,727
0,10702,1,167,347,10.5,0,0,2,67.3,83.7,0,7,227,2,59.5,0,9,115,0,2,0,0,41,176,36,0,23,1,22.6,0,Will Redmond,0,2,16,73.7,60.0,1,2,CB,74.4,41.0,0,0,11,MISS STATE,5,7,47.8,22.0,22,0,0,268,348
0,10708,14,354,690,15.3,0,0,0,62.3,86.2,2,6,258,1,58.9,0,14,583,0,2,0,0,72,339,61,3,62,14,10.2,2,KeiVarae Russell,3,2,147,70.5,73.9,2,1,CB,71.9,89.7,1,0,38,NOTRE DAME,11,11,61.3,51.0,52,0,0,555,704
0,10711,0,437,793,18.9,1,0,0,84.8,86.2,2,5,343,3,58.2,0,17,699,0,14,1,0,40,355,6,2,69,0,10.0,4,Daryl Worley,11,6,211,81.0,78.3,4,1,CB,78.1,72.1,0,0,37,W VIRGINIA,1,12,53.6,77.0,42,1,0,733,793
0,10718,2,77,166,15.8,0,0,0,66.3,81.3,1,1,337,0,90.0,0,2,95,0,3,0,0,11,86,32,0,14,2,20.0,2,Kendall Fuller,2,0,24,61.8,61.2,1,1,CB,55.5,89.9,1,0,6,VA TECH,5,3,42.9,26.0,4,0,0,120,168
